text,acronym,option_text,label
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Équipe-projet,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Etude Préliminaire,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Empreinte de patinage,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Enclenchement de proximité,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Etablissement public,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Échange Prenant,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Enquête publique,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Embranchement particulier,1
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,"Entretien Professionnel :   Il constitue un moment clé d'échange, consacré aux perspectives d'évolution professionnelle, notamment en termes de qualification et d'emploi. Il permet de faire le point sur les acquis des formations déjà suivies et d'identifier les besoins de développement des compétences du salarié. C'est une obligation légale. Il est préconisé de le réaliser au moment de l'entretien individuel d'appréciation (EIA) ou du rendez-vous professionnel individuel annuel (RPIA).",0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,canalisation des Eaux Pluviales,0
"A301.3 Dispositions communes aux deux sens  Ne pas dépasser  30 km/h au franchissement des ponts situés aux km :  - 269,458 entre EP La Vauvelle PL et Epiry-Montreuillon PL",EP,Exercice pratique,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants :",NG,Non gardé,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants :",NG,Notice générale,1
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants :",NG,Nouvelle Génération,0
EF entreprise ferroviaire EM engin moteur HLP haut le pied IPCS installation permanente de contre sens LRA  limite de résistance des attelages,EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
EF entreprise ferroviaire EM engin moteur HLP haut le pied IPCS installation permanente de contre sens LRA  limite de résistance des attelages,EM,État membre,0
EF entreprise ferroviaire EM engin moteur HLP haut le pied IPCS installation permanente de contre sens LRA  limite de résistance des attelages,EM,électro-magnétique,0
EF entreprise ferroviaire EM engin moteur HLP haut le pied IPCS installation permanente de contre sens LRA  limite de résistance des attelages,EM,Étude mécanique,0
EF entreprise ferroviaire EM engin moteur HLP haut le pied IPCS installation permanente de contre sens LRA  limite de résistance des attelages,EM,Emetteur,0
EF entreprise ferroviaire EM engin moteur HLP haut le pied IPCS installation permanente de contre sens LRA  limite de résistance des attelages,EM,EMERAINVILLE PONTAULT COMBAULT,0
"Métier ""Circulation Ferroviaire""  − Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de BFC - Pôle sécurité",BFC,Bouton de Franchissement de signal Carré - bouton présent sur le KVB en cabine de conduite,0
"Métier ""Circulation Ferroviaire""  − Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de BFC - Pôle sécurité",BFC,Budget de Fonctionnement Courant,0
Document délivré par RFF attestant la compatibilité des caractéristiques techniques d'un engin moteur avec les caractéristiques réelles d'une ou plusieurs sections de ligne du RFN. Code vitesse Ensemble de 4 caractères composé :  d'une lettre désignant le mode de traction (E pour,RFF,ROSCOFF,0
Document délivré par RFF attestant la compatibilité des caractéristiques techniques d'un engin moteur avec les caractéristiques réelles d'une ou plusieurs sections de ligne du RFN. Code vitesse Ensemble de 4 caractères composé :  d'une lettre désignant le mode de traction (E pour,RFF,Réseau férré de france,1
EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué LRA  limite de résistance des attelages PL pleine ligne RFF Réseau ferré de France,RFF,ROSCOFF,0
EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué LRA  limite de résistance des attelages PL pleine ligne RFF Réseau ferré de France,RFF,Réseau férré de france,1
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,Période normale,0
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,PONS,0
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,Pousse non attelée,0
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,Passage à Niveau,1
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,"Passages à niveau : fichier des pn, recensement des accidents de pn, statistiques (infrastructure)",1
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,Paris Nord,0
Article A504 Passages à niveau (sauf usage exclusif des piétons) Désignation des PN Point,PN,Partiellement noté,0
activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation Limousin – Pole sécurité − Etablissement Infra Circulation Limousin - COGC − Etablissement Infra Circulation Limousin - BHR − Etablissement Infra Circulation Limousin - UO Limoges,BHR,BLESLE,0
activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation Limousin – Pole sécurité − Etablissement Infra Circulation Limousin - COGC − Etablissement Infra Circulation Limousin - BHR − Etablissement Infra Circulation Limousin - UO Limoges,BHR,Base horaire régionale (alimentée par thor via harem - infrastructure),0
activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation Limousin – Pole sécurité − Etablissement Infra Circulation Limousin - COGC − Etablissement Infra Circulation Limousin - BHR − Etablissement Infra Circulation Limousin - UO Limoges,BHR,Bureau horaires régional,1
EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EPSF établissement public de sécurité ferroviaire GID gestionnaire d’infrastructure délégué,GID,GIRONDE,0
EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EPSF établissement public de sécurité ferroviaire GID gestionnaire d’infrastructure délégué,GID,"Gestionnaire d'Infrastructure Délégué :   Organisme, mentionné à l'article 9 du décret 2006-1279 modifié, chargé de la gestion du trafic et des circulations ainsi que du fonctionnement et de l'entretien des installations de sécurité et, le cas échéant, des installations techniques du réseau ferré national.",1
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,"Passages à niveau : fichier des pn, recensement des accidents de pn, statistiques (infrastructure)",0
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,Partiellement noté,0
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,Période normale,0
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,Passage à Niveau,0
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,PONS,0
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,Pousse non attelée,0
"N° PN Km Equipement Particularités 53 177,283 Commutateurs de blocage agissant sur les signaux de",PN,Paris Nord,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",US,Unité de signalisation,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",US,Ultra Son,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",US,US (Val-d'Oise),0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",US,Unité simple : mode de traction utilisant un seul engin moteur (us tgv = 1 rame tgv - um tgv = 2 rames tgv),1
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Agent d'aCcompagnement,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,ACcès,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Autorité de Certification,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Attestation de Compatibilité du matériel roulant à l'infrastructure,1
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Agent du service Commercial,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,AURILLAC,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Amélioration Continue,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Accord Cadre,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Agent Circulation,0
"Restrictions /Commentaires N° AC 75400 Tout le RT / compatibilité : OUI/ restriction : autori-sées à la remorque des MA80, MA90, MA100 et",AC,Action Corrective,0
CSS central sous-stations DAAT Dispositif d’arrêt automatique des trains DT double traction EAS équipement agent seul EF entreprise ferroviaire,EF,Essai de Frein,0
CSS central sous-stations DAAT Dispositif d’arrêt automatique des trains DT double traction EAS équipement agent seul EF entreprise ferroviaire,EF,Etablissement flottant,0
CSS central sous-stations DAAT Dispositif d’arrêt automatique des trains DT double traction EAS équipement agent seul EF entreprise ferroviaire,EF,Escalier Fixe,0
CSS central sous-stations DAAT Dispositif d’arrêt automatique des trains DT double traction EAS équipement agent seul EF entreprise ferroviaire,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
CSS central sous-stations DAAT Dispositif d’arrêt automatique des trains DT double traction EAS équipement agent seul EF entreprise ferroviaire,EF,Essai journalier (des freins),0
CSS central sous-stations DAAT Dispositif d’arrêt automatique des trains DT double traction EAS équipement agent seul EF entreprise ferroviaire,EF,Equipement fixe,0
Attestation de compatibilité Document délivré par RFF attestant la compatibilité des caractéristiques techniques d'un engin moteur avec les caractéristiques réelles d'une ou plusieurs sections de ligne du RFN.,RFF,ROSCOFF,0
Attestation de compatibilité Document délivré par RFF attestant la compatibilité des caractéristiques techniques d'un engin moteur avec les caractéristiques réelles d'une ou plusieurs sections de ligne du RFN.,RFF,Réseau férré de france,1
" les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains",EM,EMERAINVILLE PONTAULT COMBAULT,0
" les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains",EM,électro-magnétique,0
" les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains",EM,État membre,0
" les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains",EM,Étude mécanique,0
" les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains",EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
" les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains",EM,Emetteur,0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EF,Escalier Fixe,0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EF,Essai journalier (des freins),0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EF,Equipement fixe,0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EF,Essai de Frein,0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EF,Etablissement flottant,0
Restrictions /Commentaires N° AC Z27500 compatibilité : OUI/restrictions : les AGC sont  interdits à la desserte commerciale des,AGC,"<span style='font-size:11.0pt'><span>Automoteur de Grande Capacité, construit par Bombardier. Famille d'automoteurs articulés de la SNCF dédiée au trafic TER et apte à 160 km/h. Cette famille est composée de 4 séries : - XGC : X 76500, version thermique (diesel) - ZGC : Z 27500, version électrique bi-tension (1,5 kV continu, 25 kV alternatif) - BGC : B 81500, version bi-mode (thermique et électrique 1,5 kV continu) - Bibi ou BBGC : B 82500, version bi-mode (thermique et électrique) et bi-tension (1,5 kV continu, 25 kV alternatif).</span></span>",0
Restrictions /Commentaires N° AC Z27500 compatibilité : OUI/restrictions : les AGC sont  interdits à la desserte commerciale des,AGC,ARGENTON SUR CREUSE,0
Restrictions /Commentaires N° AC Z27500 compatibilité : OUI/restrictions : les AGC sont  interdits à la desserte commerciale des,AGC,Autorail Grande Capacité,1
Restrictions /Commentaires N° AC Z27500 compatibilité : OUI/restrictions : les AGC sont  interdits à la desserte commerciale des,AGC,Accord européen sur les Grandes lignes de Chemin de fer du 31 mai 1985,0
SAL signal automatique lumineux SGTC service gestionnaire des trafics et des circulations UM unité multiple 1.5. Glossaire Attestation de,SAL,SALBRIS,0
SAL signal automatique lumineux SGTC service gestionnaire des trafics et des circulations UM unité multiple 1.5. Glossaire Attestation de,SAL,"Signal d'Alerte Lumineux. C'est le clignotement des projecteurs d'un train, indiquant aux circulations circulant dans l'autre sens d'un éventuel danger immédiat. Le SAL ordonne à tous les conducteurs l'apercevant de s'arrêter d'urgence.",1
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Translateur,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Talonnable renversable,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Transmission rigide,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Température de référence,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Téléphone régulateur,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,filière Transports Routiers,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,TROYES,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Transit,0
"Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des renseignements techniques"", cette consigne locale d'exploitation comprend les paragraphes",TR,Tableau de roulement,0
Boingneville PLBV – Poste 1MALESHERBES(1) – Etablissement PL susceptible d’être ouvert au service de la circulation.BV,PL,Panneaux lumineux,0
Boingneville PLBV – Poste 1MALESHERBES(1) – Etablissement PL susceptible d’être ouvert au service de la circulation.BV,PL,"Pleine Ligne.     Établissement de Pleine Ligne : lieu spécialement aménagé pour le départ, l'arrêt, l'arrivée, le garage ou les manoeuvres des trains, normalement fermé au service de la circulation.",0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Agent d'aCcompagnement,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Accord Cadre,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Amélioration Continue,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Attestation de Compatibilité du matériel roulant à l'infrastructure,1
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Agent Circulation,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,ACcès,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,AURILLAC,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Autorité de Certification,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Agent du service Commercial,0
Restrictions /Commentaires N° AC 37000 Tout le RT / compatibilité : OUI/ restriction : néant  Historique 36300 Tout le RT / compatibilité : OUI/ restriction : néant Historique 36000 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Action Corrective,0
lignes à fortes pentes et lignes désignées dans les RT dont les rampes caractéristiques sont supérieures à 35 mm/m. Historique X76500 compatibilité : OUI/restriction :  les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais est ≥ 760 mm.,AGC,"<span style='font-size:11.0pt'><span>Automoteur de Grande Capacité, construit par Bombardier. Famille d'automoteurs articulés de la SNCF dédiée au trafic TER et apte à 160 km/h. Cette famille est composée de 4 séries : - XGC : X 76500, version thermique (diesel) - ZGC : Z 27500, version électrique bi-tension (1,5 kV continu, 25 kV alternatif) - BGC : B 81500, version bi-mode (thermique et électrique 1,5 kV continu) - Bibi ou BBGC : B 82500, version bi-mode (thermique et électrique) et bi-tension (1,5 kV continu, 25 kV alternatif).</span></span>",0
lignes à fortes pentes et lignes désignées dans les RT dont les rampes caractéristiques sont supérieures à 35 mm/m. Historique X76500 compatibilité : OUI/restriction :  les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais est ≥ 760 mm.,AGC,Autorail Grande Capacité,1
lignes à fortes pentes et lignes désignées dans les RT dont les rampes caractéristiques sont supérieures à 35 mm/m. Historique X76500 compatibilité : OUI/restriction :  les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais est ≥ 760 mm.,AGC,ARGENTON SUR CREUSE,0
lignes à fortes pentes et lignes désignées dans les RT dont les rampes caractéristiques sont supérieures à 35 mm/m. Historique X76500 compatibilité : OUI/restriction :  les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais est ≥ 760 mm.,AGC,Accord européen sur les Grandes lignes de Chemin de fer du 31 mai 1985,0
"80  80  80  80 75 75  70  70 70 60 70 70 70 70 70 70 70 60 60 60 40 40 40 40 40 40 40 40 40 40 40 75 75 75 75 70 70 70 70 70 70 70 80 80 80 80 80 80 80 95 95 95 95 95 95 95 80 80 80 90 80 80 80 80 80 80 80 70 70 70 80 95 95 95 95 90 90 90 80 80 80 130 130 130 130 130 130 120 70 100  A301.3 Dispositions communes aux deux sens de circulation Trains de messageries et de marchandises limités à 30km/h au franchissement du pont situé au km 543,690 entre Prades-Saint-Julien PL et Monistrol-d’Allier. Article A302 Conditions particulières de traction Parcours sur lesquels les trains de marchandises peuvent comporter une machine de pousse attelée : - Langeac – Langogne (sens impair)",PL,Panneaux lumineux,0
"80  80  80  80 75 75  70  70 70 60 70 70 70 70 70 70 70 60 60 60 40 40 40 40 40 40 40 40 40 40 40 75 75 75 75 70 70 70 70 70 70 70 80 80 80 80 80 80 80 95 95 95 95 95 95 95 80 80 80 90 80 80 80 80 80 80 80 70 70 70 80 95 95 95 95 90 90 90 80 80 80 130 130 130 130 130 130 120 70 100  A301.3 Dispositions communes aux deux sens de circulation Trains de messageries et de marchandises limités à 30km/h au franchissement du pont situé au km 543,690 entre Prades-Saint-Julien PL et Monistrol-d’Allier. Article A302 Conditions particulières de traction Parcours sur lesquels les trains de marchandises peuvent comporter une machine de pousse attelée : - Langeac – Langogne (sens impair)",PL,"Pleine Ligne.     Établissement de Pleine Ligne : lieu spécialement aménagé pour le départ, l'arrêt, l'arrivée, le garage ou les manoeuvres des trains, normalement fermé au service de la circulation.",1
"de boudin ou de rails Réservé. A503.9 Dispositions relatives au départ des trains ne figurant pas dans la CLE propre à l'établissement - SATHONAY-RILLIEUX, sur la voie A sens impair, pour les trains ne transportant pas de",CLE,CLERMONT FERRAND,0
